Feature ID	Taxon	Confidence
original993	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9997135665621073
original994	d__Eukaryota; p__Neocallimastigomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae	0.9952671210763927
original995	d__Eukaryota	0.9999999995809206
original996	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Chlorella	0.9438140687025475
original997	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Phaseoleae; s__Phaseoleae_environmental	0.9867637371798038
original998	d__Eukaryota	0.9992871193981611
original999	d__Eukaryota	0.9999999999999745
original1000	d__Eukaryota; p__SAR; c__Labyrinthulomycetes; o__Labyrinthulomycetes; f__Labyrinthulomycetes; g__Sorodiplophrys; s__metagenome	0.9247501052471266
original1001	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.99795153223521
original1002	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.9981888726270001
original1003	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.9747218851930812
original1004	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Coelastrella; s__Coelastrella_sp.	0.8815585378220345
original1005	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida	0.9955887258975874
original1006	d__Eukaryota; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__Archaeorhizomyces_borealis	0.7142063427180567
original1007	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonadida; g__Spongomonas; s__metagenome	0.9999651347421638
original1008	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodella; s__Colpodella_tetrahymenae	0.9471571048310057
original1009	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Dioszegia	0.9932761800672797
original1010	d__Eukaryota; p__Vertebrata; c__Mammalia; o__Mammalia; f__Mammalia	0.9999963818997668
original1011	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Embryophyta; f__Embryophyta	0.8808788640119242
original1012	d__Eukaryota; p__Cercozoa	0.9999977217350368
original1013	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Xylochloris; s__Xylochloris_sp.	0.9969488406611376
original1014	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae	0.9999433684940259
original1015	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Populus	0.9966035903672157
original1016	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Watanabea; s__Watanabea_reniformis	0.9902240925682602
original1017	d__Eukaryota	0.9999999999999809
original1018	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.9746701248313845
original1019	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Symbiochloris; s__Symbiochloris_reticulata	0.7336438973370095
original1020	d__Eukaryota	0.999999999994037
original1021	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Capnodiales	0.7893987156944473
original1022	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus	0.789059636244806
original1023	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae; s__uncultured_Trebouxia	0.9932393340332841
original1024	d__Eukaryota	0.9999999999938676
original1025	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9998586087086192
original1026	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales; g__Candida; s__Candida_solani	0.9931863789883146
original1027	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.9757817460557533
original1028	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae; g__Paracercomonas; s__uncultured_cercomonad	0.958584050860744
original1029	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Chloroidium	0.8363997097652958
original1030	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.906986827367073
original1031	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae; s__uncultured_Trebouxia	0.9946929981504075
original1032	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Hypotrichia; g__Gonostomum	0.7323167590512635
original1033	d__Eukaryota	0.9999833283927289
original1034	d__Eukaryota; p__Protalveolata; c__Perkinsidae; o__A31; f__A31; g__A31; s__uncultured_alveolate	0.7638053725679919
original1035	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Gregarina; s__Gregarina_blattarum	0.8744909983743433
original1036	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes	0.9999999313628225
original1037	d__Eukaryota; p__Tardigrada; c__Eutardigrada; o__Parachela; f__Parachela; g__Hypsibius; s__Hypsibius_dujardini	0.8874321656150553
original1038	d__Eukaryota; p__Amoebozoa; c__Tubulinea; o__Echinamoebida; f__Echinamoebida; g__Echinamoebida; s__uncultured_eukaryote	0.8396315574929633
original1039	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae	0.999999966804691
original1040	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Boletales	0.9998481705041357
original1041	d__Eukaryota; p__Mucoromycota; c__Incertae_Sedis; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_isabellina	0.9999956806213453
original1042	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Chloroidium; s__Chloroidium_saccharophilum	0.7524047410700229
original1043	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea; g__Colpoda; s__Colpoda_cucullus	0.8551946784495303
original1044	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea; g__Pseudoplatyophrya; s__Pseudoplatyophrya_nana	0.8735642137237521
original1045	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__D3P05A02; s__uncultured_eukaryote	0.7873098756350374
original1046	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae	0.9998653766620264
original1047	d__Eukaryota; p__Cryptomycota; c__LKM11; o__LKM11; f__LKM11; g__LKM11; s__uncultured_Cryptomycota	0.9469940412796738
original1048	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae; s__uncultured_Trebouxia	0.980431131585688
original1049	d__Eukaryota; p__Cercozoa	0.9998831140000664
original1050	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Paraschneideria; s__uncultured_alveolate	0.9825862769930589
original1051	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Ascogregarina	0.7852341875639142
original1052	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora_minutissima	0.8351151015770556
original1053	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonadida; g__Spongomonas; s__metagenome	0.9997990988731248
original1054	d__Eukaryota; p__Mucoromycota; c__Incertae_Sedis; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_ramanniana	0.9999992385922297
original1055	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Carcinomycetaceae; g__Carcinomyces; s__Carcinomyces_effibulatus	0.999998030047046
original1056	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae; g__Cercomonas; s__metagenome	0.9962498104888583
original1057	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea_kluyveri	0.9060182073464452
original1058	d__Eukaryota; p__Cercozoa	0.9999454407279768
original1059	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Populus	0.998110877175439
original1060	d__Eukaryota; p__Basidiomycota; c__Cystobasidiomycetes; o__Incertae_Sedis; f__Incertae_Sedis	0.7312303088675268
original1061	d__Eukaryota; p__Ascomycota	0.9810479437945889
original1062	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__uncultured_fungus	0.7206063735461503
original1063	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Malenchus; s__Malenchus_andrassyi	0.9999987209661976
original1064	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodella; s__Colpodella_sp.	0.9999999998275086
original1065	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__LEMD098; s__uncultured_Eugregarinida	0.9999583835751259
original1066	d__Eukaryota; p__Cercozoa	0.8944500960290473
original1067	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Gregarina; s__Gregarina_blattarum	0.731905287310809
original1068	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae	0.9682511990068104
original1069	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Restionaceae; s__Restionaceae_environmental	0.9275027031014289
original1070	d__Eukaryota; p__Ochrophyta; c__Chrysophyceae; o__Chromulinales; f__Chromulinales; g__Spumella	0.9731301482924798
original1071	d__Eukaryota	0.999999997394666
original1072	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.9999998908544603
original1073	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Juncus; s__Juncus_effusus	0.999117922993392
original1074	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Fragaria	0.7194657014014724
original1075	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae; s__uncultured_Chloromonas	0.8708934348971273
original1076	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.9998911801516224
original1077	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Blastocystis; s__Blastocystis_sp.	0.9999977936020525
original1078	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9981878812369601
original1079	d__Eukaryota	0.999995714012357
original1080	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.9744099925376305
original1081	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Cryptosporidium; s__uncultured_eukaryote	0.9962800270418077
original1082	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Dictyochloropsis; s__Dictyochloropsis_splendida	0.977644392121401
original1083	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Gregarina; s__Gregarina_blattarum	0.8934415056670962
original1084	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Stichococcus	0.7489053589321417
original1085	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Camptobasidiaceae; g__Camptobasidium; s__uncultured_urediniomycete	0.7281661075573249
original1086	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea; g__Pseudoplatyophrya; s__Pseudoplatyophrya_nana	0.994543206017702
original1087	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Caryophyllaceae; s__Caryophyllaceae_environmental	0.9285259612168015
original1088	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.9739452059524523
original1089	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Conthreep; f__Colpodea; g__Colpoda; s__Colpoda_sp.	0.9529528571763707
original1090	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.999996339439182
original1091	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Elev-18S-1089; s__uncultured_Eimeriidae	0.9268533118685495
original1092	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Melampsoraceae; g__Melampsora; s__uncultured_fungus	0.8014192554317152
original1093	d__Eukaryota	0.9999999801221682
original1094	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari	0.9999999999508479
original1095	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	0.9922222629542368
original1096	d__Eukaryota; p__Dinoflagellata	0.9499173886877896
original1097	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Malenchus; s__Malenchus_acarayensis	0.9999762880400024
original1098	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae; g__Paracercomonas; s__uncultured_eukaryote	0.9967134885223737
original1099	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodella; s__Colpodella_sp.	0.9999999998100009
original1100	d__Eukaryota	0.9999997492717188
original1101	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Caprifoliaceae; s__Caprifoliaceae_environmental	0.8380502846397451
original1102	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.969873988641833
original1103	d__Eukaryota; p__Basidiomycota; c__Exobasidiomycetes	0.9998441902038293
original1104	d__Eukaryota	0.9999999994985671
original1105	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.9995045319655269
original1106	d__Eukaryota; p__Neocallimastigomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Orpinomyces; s__Orpinomyces_sp.	0.8675728284534532
original1107	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Watanabea; s__Watanabea_reniformis	0.7615269578685727
original1108	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.9997048621054789
original1109	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Magnoliophyta; s__metagenome	0.8020715203691341
original1110	d__Eukaryota; p__Cercozoa; c__Cercomonadidae; o__Cercomonadidae; f__Cercomonadidae; g__Cercomonas; s__metagenome	0.9895714528938704
original1111	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodellidae; s__Colpodellidae_sp.	0.9999999862965013
original1112	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Edaphochlorella; s__Edaphochlorella_mirabilis	0.9987510596091356
original1113	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Populus	0.9936187043039815
original1114	d__Eukaryota	0.9999999595078574
original1115	d__Eukaryota; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida	0.9965742430156933
original1116	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodella; s__Colpodella_sp.	0.9999999983538999
original1117	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Tremella; s__Tremella_globispora	0.9935130074656995
original1118	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.945213950892473
original1119	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.923876974760738
original1120	d__Eukaryota	0.9995541654367341
original1121	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9999658874984625
original1122	d__Eukaryota; p__Archamoebae; c__Entamoebida; o__Entamoebida; f__Entamoebida; g__Entamoeba; s__Entamoeba_sp.	0.9615419195777573
original1123	d__Eukaryota	0.9999999987456666
original1124	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes	0.9999999346516574
original1125	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.997821883539633
original1126	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Rhynchospora; s__Rhynchospora_nervosa	0.9969003039847233
original1127	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Hemichloris; s__Hemichloris_antarctica	0.9998144672481064
original1128	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Coccomyxa; s__Coccomyxa_sp.	0.8029248217680095
original1129	d__Eukaryota	0.9999998049169491
original1130	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Gymnodinium_clade; g__Woloszynskia; s__uncultured_eukaryote	0.7015994192262898
original1131	d__Eukaryota; p__Parabasalia; c__Trichomonadea; o__Trichomonadea; f__Trichomonadea; g__Simplicimonas; s__Simplicimonas_similis	0.9999616122322799
original1132	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae	0.7640787890772742
original1133	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.9991109472335974
original1134	d__Eukaryota	0.9991273375473486
original1135	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida	0.8953090332212467
original1136	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.9999804809292552
original1137	d__Eukaryota	0.9999999804848546
original1138	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__Piloderma; s__Piloderma_fallax	0.9969392027748281
original1139	d__Eukaryota; p__Neocallimastigomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Neocallimastix; s__Neocallimastix_californiae	0.7823077696197281
original1140	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales	0.9999204188662392
original1141	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9995862215442444
original1142	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales	0.9252161427919664
original1143	d__Eukaryota; p__Cercozoa; c__Glissomonadida; o__Glissomonadida; f__Glissomonadida; g__Cercozoa; s__Cercozoa_sp.	0.9822519196674585
original1144	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae	0.8972530625919063
original1145	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Coccomyxa	0.708064626963067
original1146	d__Eukaryota; p__Mucoromycota; c__Incertae_Sedis; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_ramanniana	0.9999995617104213
original1147	d__Eukaryota; p__Cryptomycota; c__LKM11; o__LKM11; f__LKM11; g__LKM11; s__uncultured_eukaryote	0.9538787135655531
original1148	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae	0.9980502459596103
original1149	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Camptobasidiaceae	0.7682089701929211
original1150	d__Eukaryota; p__Cryptomycota; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Paramicrosporidium; s__uncultured_eukaryote	0.8933739326630955
original1151	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Olpidiaceae; g__Olpidium; s__uncultured_fungus	0.9999977210602073
original1152	d__Eukaryota; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniales; g__Cronartium; s__Cronartium_ribicola	0.7637385748162085
original1153	d__Eukaryota; p__Mucoromycota; c__Incertae_Sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella	0.8926827747815604
original1154	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae; s__uncultured_Tetracystis	0.7333082340345237
original1155	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius	0.8517810106706591
original1156	d__Eukaryota	0.9999998442051741
original1157	d__Eukaryota; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Cladoniaceae; g__Cladonia	0.7027782906775865
original1158	d__Eukaryota; p__Basidiomycota; c__Cystobasidiomycetes; o__Incertae_Sedis; f__Incertae_Sedis	0.7182075330673949
original1159	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta	0.7857421797546135
original1160	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Trebouxiophyceae	0.728468818567683
original1161	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Ascogregarina	0.7187767909723283
original1162	d__Eukaryota	0.9999999999999843
original1163	d__Eukaryota; p__Cryptomycota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_fungus	0.9999961492330801
original1164	d__Eukaryota; p__Neocallimastigomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Neocallimastix	0.8315026519298948
original1165	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Gromochytriales; f__Gromochytriaceae; g__uncultured; s__uncultured_Chytridiomycota	0.9966455584489644
original1166	d__Eukaryota	0.9999999999993657
original1167	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta; g__Brassica	0.9348966229662139
original1168	d__Eukaryota	0.9999987282510006
original1169	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae	0.7721409417945755
original1170	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9999660978091377
original1171	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Axilosphaera; s__Axilosphaera_vegetata	0.9584430124822819
original1172	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Cryptosporidium	0.9535499812277234
original1173	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Paraschneideria; s__uncultured_alveolate	0.8276584062707144
original1174	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Cuniculitremaceae; g__Kockovaella	0.9032552642861483
original1175	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida	0.9999999979548049
original1176	d__Eukaryota	0.9999907199596698
original1177	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Cryptosporida; f__Cryptosporida; g__Colpodella; s__Colpodella_sp.	0.9999991888144159
original1178	d__Eukaryota; p__Cercozoa; c__Imbricatea; o__Spongomonadida; f__Spongomonadida; g__Spongomonas; s__metagenome	0.9999998815208143
original1179	d__Eukaryota; p__LKM15; c__LKM15; o__LKM15; f__LKM15; g__LKM15; s__uncultured_eukaryote	0.9997560296715169
original1180	d__Eukaryota; p__Parabasalia	0.9999999999999939
original1181	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9999908940359119
original1182	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Gromochytriales; f__Gromochytriaceae; g__uncultured; s__uncultured_Chytridiomycota	0.8855208893508957
original1183	d__Eukaryota; p__Basidiomycota	0.9999999843170716
original1184	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta	0.8804893867513719
original1185	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora; s__Trechispora_alnicola	0.9973009633525486
original1186	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta	0.9916942537582732
original1187	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae; s__uncultured_Chloromonas	0.8187997045776412
original1188	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Blastocystis; s__Blastocystis_sp.	0.9999983665718144
original1189	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Trebouxiophyceae; f__Trebouxiophyceae; g__Parietochloris; s__Parietochloris_alveolaris	0.7364074977112689
original1190	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Tylenchus; s__Tylenchus_naranensis	0.995842847876184
original1191	d__Eukaryota; p__Parabasalia; c__Trichomonadea; o__Trichomonadea; f__Trichomonadea; g__Simplicimonas; s__Simplicimonas_similis	0.986109743343375
original1192	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Ditylenchus; s__Ditylenchus_sp.	0.999999979467191
original1193	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Magnoliophyta; f__Magnoliophyta	0.9954934352271626
original1194	d__Eukaryota	0.9999998833297657
original1195	d__Eukaryota; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; g__Kurtzmanomyces	0.9482886685004002
original1196	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Gregarinasina; f__Eugregarinorida; g__Paraschneideria	0.8052793190434424
